ticket_id,customer_id,created_date,category,priority,status
TK-19412,C-2250,27/11/2024,Technical,Low,Resolved
TK-19413,C-2250,19/12/2024,Account,High,Resolved
TK-19414,C-2250,23/12/2024,Billing,Medium,Open
TK-19415,C-2250,23/12/2024,Technical,Medium,Open
TK-19416,C-2250,26/12/2024,Account,Medium,Closed
TK-19417,C-2250,28/12/2024,Technical,High,Closed
TK-19418,C-2250,30/12/2024,Account,Medium,Resolved
TK-19419,C-2251,05/02/2024,Technical,Medium,In Progress
TK-19420,C-2251,15/02/2024,Technical,High,Closed
TK-19421,C-2251,06/10/2024,Billing,Low,Closed
TK-19422,C-2251,20/10/2024,Technical,Medium,In Progress
TK-19423,C-2251,31/10/2024,Feature Request,High,Closed
TK-19424,C-2252,11/10/2024,Feature Request,Low,Closed
TK-19425,C-2252,22/10/2024,Technical,Low,Open
TK-19426,C-2252,30/10/2024,Technical,High,Resolved
TK-19427,C-2252,04/11/2024,Technical,High,Closed
TK-19428,C-2252,05/11/2024,Technical,Low,Closed
TK-19429,C-2252,07/11/2024,Billing,Medium,Closed
TK-19430,C-2252,18/11/2024,Technical,Low,Resolved
TK-19431,C-2252,20/11/2024,Billing,High,Resolved
TK-19432,C-2252,27/11/2024,Billing,Low,Resolved
TK-19433,C-2252,12/12/2024,Onboarding,Medium,Closed
TK-19434,C-2252,19/12/2024,Onboarding,High,Resolved
TK-19435,C-2252,20/12/2024,Billing,Medium,Resolved
TK-19436,C-2252,23/12/2024,Onboarding,Critical,Resolved
TK-19437,C-2252,10/18/2024,Billing,Medium,Closed
TK-19438,C-2253,09/07/2024,Onboarding,Medium,Resolved
TK-19439,C-2253,10/10/2024,Account,Critical,Closed
TK-19440,C-2253,05/11/2024,Technical,Medium,Resolved
TK-19441,C-2253,24/12/2024,Billing,Low,Resolved
TK-19442,C-2253,12/14/2024,Billing,Low,Closed
TK-19443,C-2254,23/07/2024,Billing,High,Resolved
TK-19444,C-2254,10/08/2024,Onboarding,Medium,Closed
TK-19445,C-2254,06/10/2024,Technical,Critical,Resolved
TK-19446,C-2254,16/10/2024,Technical,Low,Resolved
TK-19447,C-2254,18/10/2024,Account,High,Resolved
TK-19448,C-2254,19/10/2024,Technical,Low,Closed
TK-19449,C-2254,02/11/2024,Billing,Medium,Resolved
TK-19450,C-2254,14/11/2024,Technical,Critical,Resolved
TK-19451,C-2254,11/12/2024,Technical,Medium,Resolved
TK-19452,C-2255,06/10/2024,Technical,Medium,Resolved
TK-19453,C-2255,27/10/2024,Feature Request,Low,Closed
TK-19454,C-2255,14/11/2024,Billing,High,Resolved
TK-19455,C-2255,14/11/2024,Feature Request,High,Resolved
TK-19456,C-2255,14/11/2024,Account,Medium,Open
TK-19457,C-2255,17/11/2024,Billing,Medium,In Progress
TK-19458,C-2255,26/11/2024,Technical,Medium,In Progress
TK-19459,C-2255,29/11/2024,Technical,Medium,In Progress
TK-19460,C-2255,25/12/2024,Technical,Medium,Open
TK-19461,C-2256,25/06/2024,Technical,Critical,Resolved
TK-19462,C-2256,16/08/2024,Onboarding,Low,Closed
TK-19463,C-2256,17/11/2024,Billing,High,Resolved
TK-19464,C-2256,22/11/2024,Feature Request,Medium,Resolved
TK-19465,C-2256,25/11/2024,Onboarding,Low,Resolved
TK-19466,C-2257,14/07/2024,Technical,High,In Progress
TK-19467,C-2257,03/12/2024,Billing,Medium,Closed
TK-19468,C-2257,27/12/2024,Onboarding,Medium,Resolved
TK-19469,C-2257,29/12/2024,Billing,Medium,Closed
TK-19470,C-2258,20/05/2024,Feature Request,High,Closed
TK-19471,C-2258,10/10/2024,Onboarding,Medium,Closed
TK-19472,C-2258,21/10/2024,Feature Request,Medium,Closed
TK-19473,C-2258,10/29/2024,Technical,High,Closed
TK-19474,C-2259,16/03/2024,Billing,Medium,Resolved
TK-19475,C-2259,11/10/2024,Onboarding,Medium,Closed
TK-19476,C-2259,23/10/2024,Billing,Medium,In Progress
TK-19477,C-2259,10/11/2024,Billing,Critical,Resolved
TK-19478,C-2259,19/11/2024,Feature Request,Critical,Closed
TK-19479,C-2259,19/11/2024,Technical,Medium,Closed
TK-19480,C-2259,29/11/2024,Billing,Critical,Resolved
TK-19481,C-2259,05/12/2024,Feature Request,High,Resolved
TK-19482,C-2259,18/12/2024,Billing,High,Resolved
TK-19483,C-2259,12/25/2024,Billing,Medium,Closed
TK-19484,C-2260,10/01/2024,Billing,High,Resolved
TK-19485,C-2260,12/07/2024,Technical,Medium,Resolved
TK-19486,C-2260,20/10/2024,Billing,Critical,Resolved
TK-19487,C-2260,30/10/2024,Billing,High,In Progress
TK-19488,C-2260,31-Oct-24,Technical,High,Resolved
TK-19489,C-2260,04/11/2024,Billing,Low,In Progress
TK-19490,C-2260,04/11/2024,Technical,Low,Resolved
TK-19491,C-2260,15-Nov-24,Technical,Medium,Closed
TK-19492,C-2260,18/11/2024,Technical,Low,Resolved
TK-19493,C-2260,20/11/2024,Billing,Low,Resolved
TK-19494,C-2260,23/11/2024,Technical,Medium,Open
TK-19495,C-2260,02/12/2024,Technical,Low,Open
TK-19496,C-2260,03/12/2024,Onboarding,Medium,In Progress
TK-19497,C-2260,06/12/2024,Technical,Medium,Closed
TK-19498,C-2260,08/12/2024,Account,High,Open
TK-19499,C-2260,23/12/2024,Feature Request,High,Closed
TK-19500,C-2261,01/01/2024,Technical,High,Closed
TK-19501,C-2261,25/03/2024,Account,High,Resolved
TK-19502,C-2261,14/10/2024,Billing,High,In Progress
TK-19503,C-2261,11/11/2024,Technical,Critical,Closed
TK-19504,C-2261,10/12/2024,Billing,Medium,In Progress
TK-19505,C-2261,18/12/2024,Billing,Medium,Open
TK-19506,C-2262,11/07/2024,Billing,High,Resolved
TK-19507,C-2262,20/10/2024,Billing,Low,Closed
TK-19508,C-2262,23/10/2024,Technical,Low,Resolved
TK-19509,C-2262,28/10/2024,Technical,Low,Resolved
TK-19510,C-2262,05/11/2024,Billing,Low,Closed
TK-19511,C-2262,22/11/2024,Technical,Medium,Closed
TK-19512,C-2262,25/11/2024,Billing,Medium,Closed
TK-19513,C-2262,08/12/2024,Billing,Low,Resolved
TK-19514,C-2263,11/01/2024,Technical,Medium,Closed
TK-19515,C-2263,10/10/2024,Billing,Medium,Closed
TK-19516,C-2263,12/10/2024,Billing,Low,Closed
TK-19517,C-2263,18-Oct-24,Technical,Low,Closed
TK-19518,C-2263,27/10/2024,Technical,Medium,Resolved
TK-19519,C-2263,30/10/2024,Technical,High,Closed
TK-19520,C-2263,06/11/2024,Technical,High,Closed
TK-19521,C-2263,07/11/2024,Feature Request,Medium,Closed
TK-19522,C-2263,12/11/2024,Technical,High,Resolved
TK-19523,C-2263,12/11/2024,Billing,High,In Progress
TK-19524,C-2263,17/11/2024,Technical,Critical,In Progress
TK-19525,C-2263,01/12/2024,Technical,Medium,Open
TK-19526,C-2263,24/12/2024,Onboarding,Low,Closed
TK-19527,C-2263,28/12/2024,Feature Request,Medium,Resolved
TK-19528,C-2263,28/12/2024,Technical,Low,Open
TK-19529,C-2263,29/12/2024,Technical,Critical,Resolved
TK-19530,C-2264,19/05/2024,Technical,High,Closed
TK-19531,C-2264,27/08/2024,Technical,Critical,Closed
TK-19532,C-2264,28/10/2024,Billing,Low,Open
TK-19533,C-2264,09/11/2024,Technical,Low,Closed
TK-19534,C-2264,12/11/2024,Billing,High,Closed
TK-19535,C-2264,16/11/2024,Account,Medium,Resolved
TK-19536,C-2264,10/12/2024,Technical,Low,Closed
TK-19537,C-2264,18/12/2024,Billing,Medium,Open
TK-19538,C-2265,05/10/2024,Technical,Medium,Resolved
TK-19539,C-2265,19/10/2024,Feature Request,High,Open
TK-19540,C-2265,25/10/2024,Account,High,Closed
TK-19541,C-2265,29/10/2024,Billing,Low,Closed
TK-19542,C-2265,09/11/2024,Onboarding,Critical,Closed
TK-19543,C-2265,13/11/2024,Technical,Critical,Resolved
TK-19544,C-2265,13/11/2024,Technical,Low,Closed
TK-19545,C-2265,17/11/2024,Billing,Low,Resolved
TK-19546,C-2265,18/11/2024,Onboarding,Medium,Resolved
TK-19547,C-2265,02/12/2024,Billing,Critical,Closed
TK-19548,C-2265,04/12/2024,Technical,Low,Resolved
TK-19549,C-2265,12/12/2024,Billing,Low,Closed
TK-19550,C-2266,05/10/2024,Account,Medium,Resolved
TK-19551,C-2266,06/10/2024,Feature Request,Low,In Progress
TK-19552,C-2266,24/10/2024,Onboarding,Medium,Closed
TK-19553,C-2266,29/10/2024,Account,Low,Resolved
TK-19554,C-2266,04/11/2024,Technical,Medium,Closed
TK-19555,C-2266,09/11/2024,Technical,Low,Closed
TK-19556,C-2266,01/12/2024,Billing,Low,Resolved
TK-19557,C-2267,21/05/2024,Technical,Medium,Open
TK-19558,C-2267,11/10/2024,Billing,Low,Resolved
TK-19559,C-2267,03/11/2024,Technical,High,Open
TK-19560,C-2267,03/11/2024,Billing,Critical,Resolved
TK-19561,C-2267,03/12/2024,Technical,High,Resolved
TK-19562,C-2267,11/22/2024,Billing,High,In Progress
TK-19563,C-2268,12/02/2024,Account,High,Open
TK-19564,C-2268,22/02/2024,Billing,High,In Progress
TK-19565,C-2268,25/10/2024,Technical,Critical,Resolved
TK-19566,C-2268,27/10/2024,Billing,Critical,Closed
TK-19567,C-2268,02/11/2024,Account,Low,Closed
TK-19568,C-2268,04/11/2024,Billing,Medium,Open
TK-19569,C-2268,13-Nov-24,Technical,Medium,Resolved
TK-19570,C-2268,18/11/2024,Onboarding,Medium,In Progress
TK-19571,C-2268,23/11/2024,Account,High,Open
TK-19572,C-2268,28/11/2024,Technical,Medium,Closed
TK-19573,C-2268,19/12/2024,Feature Request,Medium,Resolved
TK-19574,C-2269,29/03/2024,Technical,Low,In Progress
TK-19575,C-2269,07/10/2024,Billing,Medium,Closed
TK-19576,C-2269,19/10/2024,Technical,Medium,Closed
TK-19577,C-2269,29/10/2024,Technical,High,Closed
TK-19578,C-2269,31/10/2024,Technical,High,In Progress
TK-19579,C-2269,03/11/2024,Feature Request,High,Closed
TK-19580,C-2269,15/11/2024,Onboarding,High,In Progress
TK-19581,C-2269,25/11/2024,Technical,Critical,In Progress
TK-19582,C-2269,08/12/2024,Billing,Medium,Resolved
TK-19583,C-2269,21/12/2024,Billing,Medium,Closed
TK-19584,C-2269,22/12/2024,Feature Request,High,Open
TK-19585,C-2270,03/08/2024,Account,Medium,Closed
TK-19586,C-2270,27/10/2024,Billing,Low,Closed
TK-19587,C-2270,04/11/2024,Billing,High,Closed
TK-19588,C-2270,19/12/2024,Billing,Low,Closed
TK-19589,C-2271,12/04/2024,Billing,High,Open
TK-19590,C-2271,27/08/2024,Billing,Medium,Open
TK-19591,C-2271,06-Oct-24,Feature Request,Medium,Resolved
TK-19592,C-2271,07/10/2024,Technical,Medium,In Progress
TK-19593,C-2271,10/11/2024,Onboarding,Medium,Resolved
TK-19594,C-2271,11-Nov-24,Billing,Medium,Closed
TK-19595,C-2271,06/12/2024,Account,Medium,Resolved
TK-19596,C-2271,20/12/2024,Technical,Critical,Resolved
TK-19597,C-2272,02/03/2024,Billing,Medium,Closed
TK-19598,C-2272,17/06/2024,Technical,High,Resolved
TK-19599,C-2272,05/10/2024,Billing,Medium,Closed
TK-19600,C-2272,06/10/2024,Billing,High,Open
TK-19601,C-2272,07/10/2024,Account,Medium,In Progress
TK-19602,C-2272,12/10/2024,Technical,High,Resolved
TK-19603,C-2272,13/10/2024,Billing,High,Closed
TK-19604,C-2272,08/11/2024,Billing,Medium,Closed
TK-19605,C-2272,11/11/2024,Feature Request,Low,Closed
TK-19606,C-2272,25/11/2024,Onboarding,Medium,Closed
TK-19607,C-2272,25/11/2024,Technical,Medium,Resolved
TK-19608,C-2272,28/11/2024,Billing,Low,Closed
TK-19609,C-2272,05/12/2024,Technical,Low,Closed
TK-19610,C-2273,12/03/2024,Onboarding,Medium,Resolved
TK-19611,C-2273,09/10/2024,Technical,Medium,In Progress
TK-19612,C-2273,11/10/2024,Billing,Critical,Closed
TK-19613,C-2273,12/10/2024,Feature Request,Medium,Closed
TK-19614,C-2273,20/10/2024,Technical,Low,Closed
TK-19615,C-2273,23/10/2024,Billing,Medium,Closed
TK-19616,C-2273,24/10/2024,Billing,High,Closed
TK-19617,C-2273,11/11/2024,Billing,High,Closed
TK-19618,C-2273,18/11/2024,Technical,High,In Progress
TK-19619,C-2273,23/11/2024,Technical,High,Closed
TK-19620,C-2273,25/11/2024,Billing,Low,Resolved
TK-19621,C-2273,30/11/2024,Feature Request,Low,Resolved
TK-19622,C-2273,15/12/2024,Account,Medium,In Progress
TK-19623,C-2273,28/12/2024,Billing,Low,In Progress
TK-19624,C-2274,05/10/2024,Billing,Medium,Resolved
TK-19625,C-2274,15/10/2024,Technical,Medium,Resolved
TK-19626,C-2274,29/10/2024,Onboarding,Low,Closed
TK-19627,C-2274,03/11/2024,Onboarding,High,Resolved
TK-19628,C-2274,03/11/2024,Onboarding,High,Resolved
TK-19629,C-2274,25/11/2024,Account,High,Closed
TK-19630,C-2274,02/12/2024,Billing,Medium,Closed
TK-19631,C-2274,08/12/2024,Billing,Critical,Resolved
TK-19632,C-2274,09/12/2024,Billing,High,Closed
TK-19633,C-2274,11/12/2024,Onboarding,Medium,Closed
TK-19634,C-2274,19/12/2024,Billing,Medium,Resolved
TK-19635,C-2274,26/12/2024,Account,High,Resolved
TK-19636,C-2274,27/12/2024,Technical,Low,Closed
TK-19637,C-2275,15/06/2024,Billing,High,Resolved
TK-19638,C-2275,05/10/2024,Technical,Low,Closed
TK-19639,C-2275,15/10/2024,Feature Request,High,Open
TK-19640,C-2275,23/10/2024,Billing,Medium,Closed
TK-19641,C-2275,01/11/2024,Technical,Low,In Progress
TK-19642,C-2275,05/11/2024,Billing,Critical,Resolved
TK-19643,C-2275,08/11/2024,Technical,Medium,Open
TK-19644,C-2275,21/11/2024,Billing,High,In Progress
TK-19645,C-2275,22/12/2024,Feature Request,High,Resolved
TK-19646,C-2276,23/06/2024,Billing,High,Closed
TK-19647,C-2276,08/10/2024,Technical,High,Resolved
TK-19648,C-2276,09/10/2024,Feature Request,Medium,Resolved
TK-19649,C-2276,25/10/2024,Technical,High,In Progress
TK-19650,C-2276,30/10/2024,Onboarding,High,Open
TK-19651,C-2276,31/10/2024,Technical,Medium,In Progress
TK-19652,C-2276,31/10/2024,Feature Request,Low,Resolved
TK-19653,C-2276,05/11/2024,Onboarding,Low,In Progress
TK-19654,C-2276,13/11/2024,Technical,High,Open
TK-19655,C-2276,22/11/2024,Feature Request,Low,In Progress
TK-19656,C-2276,28/11/2024,Account,Low,Closed
TK-19657,C-2276,01/12/2024,Technical,High,Closed
TK-19658,C-2276,07/12/2024,Account,Low,Open
TK-19659,C-2276,11/12/2024,Onboarding,Medium,Resolved
TK-19660,C-2276,14/12/2024,Feature Request,Medium,Open
TK-19661,C-2276,30/12/2024,Technical,Critical,Closed
TK-19662,C-2277,10/06/2024,Technical,High,Resolved
TK-19663,C-2277,17/10/2024,Feature Request,Low,Resolved
TK-19664,C-2277,22/10/2024,Billing,Low,Resolved
TK-19665,C-2277,01/11/2024,Technical,Low,Resolved
TK-19666,C-2277,14/11/2024,Onboarding,Medium,Closed
TK-19667,C-2277,01/12/2024,Technical,High,Resolved
TK-19668,C-2278,09/10/2024,Billing,High,Resolved
TK-19669,C-2278,10/10/2024,Technical,Medium,Resolved
TK-19670,C-2278,15/10/2024,Technical,Low,Closed
TK-19671,C-2278,18/10/2024,Billing,Medium,Resolved
TK-19672,C-2278,02/11/2024,Technical,Medium,Closed
TK-19673,C-2278,04/11/2024,Billing,High,Closed
TK-19674,C-2278,19/11/2024,Technical,High,Closed
TK-19675,C-2278,09/12/2024,Technical,Low,Resolved
TK-19676,C-2278,25/12/2024,Account,Low,Resolved
TK-19677,C-2278,29/12/2024,Onboarding,Low,Resolved
TK-19678,C-2279,31-Jan-24,Technical,High,Closed
TK-19679,C-2279,30/11/2024,Billing,Medium,Closed
TK-19680,C-2279,30/12/2024,Technical,Medium,Resolved
TK-19681,C-2280,07/03/2024,Feature Request,Medium,Closed
TK-19682,C-2280,20-Apr-24,Technical,Critical,Resolved
TK-19683,C-2280,10/10/2024,Technical,High,In Progress
TK-19684,C-2280,23/10/2024,Technical,Low,Resolved
TK-19685,C-2280,24/11/2024,Onboarding,Medium,Closed
TK-19686,C-2280,01/12/2024,Technical,Low,Resolved
TK-19687,C-2280,08/12/2024,Onboarding,Medium,Closed
TK-19688,C-2281,28/10/2024,Billing,Critical,Open
TK-19689,C-2281,09/11/2024,Onboarding,Medium,Closed
TK-19690,C-2281,02/12/2024,Technical,Medium,Resolved
TK-19691,C-2282,25/03/2024,Account,Low,Resolved
TK-19692,C-2282,20/08/2024,Account,Low,Closed
TK-19693,C-2282,12/10/2024,Technical,High,Closed
TK-19694,C-2282,26/10/2024,Account,Low,Closed
TK-19695,C-2282,28/11/2024,Technical,High,Closed
TK-19696,C-2283,01/04/2024,Account,Medium,Closed
TK-19697,C-2283,13/09/2024,Technical,Low,Resolved
TK-19698,C-2284,27/05/2024,Technical,High,Closed
TK-19699,C-2284,15/12/2024,Billing,High,In Progress
TK-19700,C-2285,21/10/2024,Billing,High,In Progress
TK-19701,C-2285,27/10/2024,Technical,Low,Closed
TK-19702,C-2285,02-Dec-24,Feature Request,Low,Closed
TK-19703,C-2285,12/12/2024,Billing,High,Resolved
TK-19704,C-2285,20/12/2024,Technical,Medium,Resolved
TK-19705,C-2285,26/12/2024,Onboarding,High,Resolved
TK-19706,C-2285,30/12/2024,Technical,Medium,Closed
TK-19707,C-2286,26/05/2024,Technical,Medium,Resolved
TK-19708,C-2286,06-Oct-24,Billing,Medium,In Progress
TK-19709,C-2286,13/10/2024,Feature Request,Low,Closed
TK-19710,C-2286,22/10/2024,Technical,High,Closed
TK-19711,C-2286,04-Nov-24,Technical,High,Closed
TK-19712,C-2286,05/11/2024,Technical,Low,Open
TK-19713,C-2286,06-Nov-24,Billing,Critical,Resolved
TK-19714,C-2286,10/11/2024,Technical,Low,Resolved
TK-19715,C-2286,11/11/2024,Technical,Medium,Closed
TK-19716,C-2287,11/10/2024,Onboarding,Medium,Resolved
TK-19717,C-2287,14-Oct-24,Feature Request,High,Resolved
TK-19718,C-2287,11/11/2024,Account,Low,In Progress
TK-19719,C-2287,21/11/2024,Technical,High,Resolved
TK-19720,C-2287,23/11/2024,Feature Request,High,Closed
TK-19721,C-2287,28/11/2024,Billing,Low,Resolved
TK-19722,C-2287,07/12/2024,Feature Request,Low,Open
TK-19723,C-2287,14/12/2024,Billing,Medium,Open
TK-19724,C-2287,18/12/2024,Onboarding,Medium,Closed
TK-19725,C-2287,22/12/2024,Account,Low,In Progress
TK-19726,C-2287,25/12/2024,Technical,Medium,In Progress
TK-19727,C-2288,27/06/2024,Feature Request,Medium,Closed
TK-19728,C-2288,01/11/2024,Account,High,Closed
TK-19729,C-2288,02/11/2024,Technical,Medium,In Progress
TK-19730,C-2288,02/11/2024,Billing,Medium,Open
TK-19731,C-2289,09/05/2024,Billing,Medium,Open
TK-19732,C-2289,16/05/2024,Account,High,In Progress
TK-19733,C-2289,18/10/2024,Technical,Critical,Resolved
TK-19734,C-2289,20/10/2024,Technical,Low,Closed
TK-19735,C-2289,27-Nov-24,Billing,Low,Closed
TK-19736,C-2289,16/12/2024,Billing,High,Closed
TK-19737,C-2289,22/12/2024,Account,Medium,Resolved
TK-19738,C-2289,28/12/2024,Technical,Low,Open
TK-19739,C-2290,11/10/2024,Feature Request,Medium,In Progress
TK-19740,C-2290,17/10/2024,Technical,Medium,Resolved
TK-19741,C-2290,27/10/2024,Technical,High,Resolved
TK-19742,C-2290,16/11/2024,Billing,Critical,Resolved
TK-19743,C-2290,26/11/2024,Technical,Medium,Resolved
TK-19744,C-2290,26/11/2024,Billing,High,Resolved
TK-19745,C-2290,27/11/2024,Technical,High,Resolved
TK-19746,C-2290,06/12/2024,Billing,High,Closed
TK-19747,C-2290,08/12/2024,Technical,Medium,Closed
TK-19748,C-2290,09/12/2024,Onboarding,Low,Resolved
TK-19749,C-2290,09/12/2024,Technical,High,Closed
TK-19750,C-2290,27/12/2024,Billing,Medium,Resolved
TK-19751,C-2291,04/06/2024,Technical,Medium,Closed
TK-19752,C-2291,09/06/2024,Technical,Medium,Closed
TK-19753,C-2291,03/10/2024,Billing,High,Open
TK-19754,C-2291,06/10/2024,Technical,Medium,Closed
TK-19755,C-2291,09/10/2024,Account,Medium,Resolved
TK-19756,C-2291,10/10/2024,Technical,High,Closed
TK-19757,C-2291,14/10/2024,Billing,Critical,In Progress
TK-19758,C-2291,08/11/2024,Account,Medium,Closed
TK-19759,C-2291,17/11/2024,Account,Low,Closed
TK-19760,C-2291,24/11/2024,Billing,Low,Closed
TK-19761,C-2291,16/12/2024,Onboarding,High,Closed
TK-19762,C-2291,21/12/2024,Technical,Low,Resolved
TK-19763,C-2292,25/10/2024,Technical,Medium,Closed
TK-19764,C-2292,22/11/2024,Account,High,In Progress
TK-19765,C-2292,23/11/2024,Feature Request,Critical,Closed
TK-19766,C-2292,26/11/2024,Billing,Low,Resolved
TK-19767,C-2292,15/12/2024,Onboarding,High,Resolved
TK-19768,C-2292,10/14/2024,Account,Low,Resolved
TK-19769,C-2293,29/04/2024,Billing,High,Open
TK-19770,C-2293,14/10/2024,Technical,Medium,Resolved
TK-19771,C-2293,16/10/2024,Billing,Medium,Resolved
TK-19772,C-2293,01/11/2024,Billing,Low,In Progress
TK-19773,C-2293,04/11/2024,Technical,High,Resolved
TK-19774,C-2293,09/12/2024,Technical,High,Closed
TK-19775,C-2294,09/04/2024,Billing,Low,Resolved
TK-19776,C-2294,30/07/2024,Account,Medium,Resolved
TK-19777,C-2294,16/10/2024,Billing,Medium,Open
TK-19778,C-2294,11/11/2024,Technical,Low,Closed
TK-19779,C-2294,15-Nov-24,Billing,High,Closed
TK-19780,C-2294,23/12/2024,Billing,Medium,In Progress
TK-19781,C-2295,08/10/2024,Billing,Critical,Closed
TK-19782,C-2295,12/11/2024,Billing,Low,Resolved
TK-19783,C-2296,04/02/2024,Billing,Low,Resolved
TK-19784,C-2296,01/06/2024,Onboarding,Low,Resolved
TK-19785,C-2296,18/10/2024,Technical,Low,In Progress
TK-19786,C-2296,22/10/2024,Billing,Medium,In Progress
TK-19787,C-2296,14/11/2024,Technical,High,In Progress
TK-19788,C-2296,26/11/2024,Onboarding,Critical,Open
TK-19789,C-2296,17/12/2024,Account,Medium,Resolved
TK-19790,C-2296,27/12/2024,Feature Request,Low,Closed
TK-19791,C-2296,28/12/2024,Billing,High,Resolved
TK-19792,C-2296,11/14/2024,Account,High,Closed
TK-19793,C-2297,23/05/2024,Billing,Medium,Resolved
TK-19794,C-2297,10/06/2024,Technical,Medium,Resolved
TK-19795,C-2297,10/10/2024,Technical,High,Resolved
TK-19796,C-2297,15/10/2024,Billing,Low,Open
TK-19797,C-2298,08/01/2024,Billing,Low,Closed
TK-19798,C-2298,25/01/2024,Account,High,Resolved
TK-19799,C-2298,22/10/2024,Billing,Medium,Resolved
TK-19800,C-2298,23/10/2024,Technical,High,Closed
TK-19801,C-2298,26/10/2024,Billing,High,Closed
TK-19802,C-2298,27/10/2024,Billing,High,Resolved
TK-19803,C-2299,03/10/2024,Technical,Medium,Resolved
TK-19804,C-2299,08/10/2024,Onboarding,Low,Closed
TK-19805,C-2299,08/10/2024,Billing,High,Resolved
TK-19806,C-2299,13/10/2024,Billing,Medium,Open
TK-19807,C-2299,14/10/2024,Billing,High,Closed
TK-19808,C-2299,26/10/2024,Technical,High,Open
TK-19809,C-2299,31/10/2024,Billing,Critical,Resolved
TK-19810,C-2299,22/11/2024,Feature Request,High,Closed
TK-19811,C-2299,25/11/2024,Account,Medium,Closed
TK-19812,C-2299,04/12/2024,Billing,Critical,Open
TK-19813,C-2299,13/12/2024,Onboarding,Critical,Resolved
TK-19814,C-2299,17/12/2024,Account,Low,Closed
TK-19815,C-2299,20/12/2024,Technical,Low,In Progress
TK-19816,C-2299,24/12/2024,Onboarding,Low,In Progress
TK-19817,C-2299,11/25/2024,Billing,High,Closed
TK-19818,C-2300,04/07/2024,Technical,Low,Closed
TK-19819,C-2300,03/10/2024,Account,Medium,Open
TK-19820,C-2300,04/10/2024,Technical,High,Closed
TK-19821,C-2300,07/10/2024,Billing,Medium,In Progress
TK-19822,C-2300,11-Oct-24,Feature Request,Critical,Resolved
TK-19823,C-2300,26-Oct-24,Feature Request,High,Closed
TK-19824,C-2300,10/11/2024,Feature Request,Medium,Closed
TK-19825,C-2300,13/11/2024,Onboarding,Low,Closed
TK-19826,C-2300,14/11/2024,Billing,Low,Closed
TK-19827,C-2300,15/11/2024,Technical,Medium,Open
TK-19828,C-2300,28/11/2024,Account,Low,Resolved
TK-19829,C-2300,07/12/2024,Technical,Low,Closed
TK-19830,C-2300,22/12/2024,Feature Request,High,Closed
TK-19831,C-2300,29/12/2024,Billing,Critical,Open
TK-19832,C-2301,12/03/2024,Technical,Critical,Closed
TK-19833,C-2301,29/04/2024,Feature Request,Medium,Open
TK-19834,C-2301,03/10/2024,Technical,High,Closed
TK-19835,C-2301,04/10/2024,Onboarding,Low,Closed
TK-19836,C-2301,06/10/2024,Billing,Low,Closed
TK-19837,C-2301,09/10/2024,Technical,High,Closed
TK-19838,C-2301,09/10/2024,Account,Low,Closed
TK-19839,C-2301,12/10/2024,Billing,Medium,Resolved
TK-19840,C-2301,21-Oct-24,Feature Request,Low,Closed
TK-19841,C-2301,01/11/2024,Technical,High,Closed
TK-19842,C-2301,11-Nov-24,Technical,Low,Open
TK-19843,C-2301,24/11/2024,Account,Medium,Resolved
TK-19844,C-2301,07/12/2024,Technical,High,Closed
TK-19845,C-2301,17/12/2024,Account,Low,In Progress
TK-19846,C-2301,25/12/2024,Technical,Critical,Closed
TK-19847,C-2301,30/12/2024,Feature Request,Medium,In Progress
TK-19848,C-2302,20/09/2024,Onboarding,Medium,Closed
TK-19849,C-2302,05-Oct-24,Feature Request,Low,Resolved
TK-19850,C-2302,14/10/2024,Billing,High,Resolved
TK-19851,C-2302,20/10/2024,Onboarding,High,Closed
TK-19852,C-2302,24/10/2024,Technical,High,In Progress
TK-19853,C-2302,26/10/2024,Billing,Medium,Closed
TK-19854,C-2302,09/11/2024,Account,High,Resolved
TK-19855,C-2302,17/11/2024,Account,Low,Closed
TK-19856,C-2302,18/11/2024,Technical,High,Closed
TK-19857,C-2302,22/11/2024,Billing,High,In Progress
TK-19858,C-2302,06/12/2024,Account,Medium,Closed
TK-19859,C-2302,06/12/2024,Account,Medium,Closed
TK-19860,C-2302,06/12/2024,Technical,Low,Closed
TK-19861,C-2302,10/12/2024,Technical,High,Closed
TK-19862,C-2302,20/12/2024,Billing,Low,Closed
TK-19863,C-2302,26/12/2024,Billing,Low,Resolved
TK-19864,C-2302,10/16/2024,Onboarding,Low,Resolved
TK-19865,C-2303,03/10/2024,Feature Request,High,Closed
TK-19866,C-2303,19/10/2024,Billing,Medium,Resolved
TK-19867,C-2303,23/10/2024,Technical,High,Resolved
TK-19868,C-2303,23/10/2024,Billing,High,In Progress
TK-19869,C-2303,26/10/2024,Billing,Low,Closed
TK-19870,C-2303,03/11/2024,Billing,Medium,In Progress
TK-19871,C-2303,05/12/2024,Technical,Medium,Closed
TK-19872,C-2303,17/12/2024,Technical,Medium,Closed
TK-19873,C-2303,22/12/2024,Feature Request,High,Closed
TK-19874,C-2303,23/12/2024,Technical,High,Closed
TK-19875,C-2304,13/05/2024,Technical,Low,Resolved
TK-19876,C-2305,22/10/2024,Technical,Low,Resolved
TK-19877,C-2305,01/12/2024,Feature Request,Critical,Open
TK-19878,C-2306,12/01/2024,Billing,Medium,Resolved
TK-19879,C-2306,03/10/2024,Billing,High,In Progress
