survey_id,customer_id,nps_score,survey_date
SV-03042,C-1428,10,10/06/2024
SV-03041,C-1428,9,09/09/2024
SV-03057,C-1429,7,20/08/2024
SV-01383,C-1430,8,08/10/2024
SV-01384,C-1430,10,01/01/2024
SV-01449,C-1431,3,07/10/2024
SV-04325,C-1432,9,07/04/2024
SV-04324,C-1432,10,14/11/2024
SV-02738,C-1433,0,29/07/2024
SV-01460,C-1434,6,17/06/2024
SV-01459,C-1434,5,12/07/2024
SV-02669,C-1435,6,16/09/2024
SV-00841,C-1436,10,11/12/2024
SV-03942,C-1437,0,10/10/2024
SV-03452,C-1438,9,30/09/2024
SV-01650,C-1439,9,05/05/2024
SV-01649,C-1439,7,17/10/2024
SV-01718,C-1440,10,12/11/2024
SV-03845,C-1441,7,11/05/2024
SV-03844,C-1441,5,20/09/2024
SV-03504,C-1442,1,10/04/2024
SV-03503,C-1442,2,19/11/2024
SV-01667,C-1443,0,03/11/2024
SV-01668,C-1443,0,12/03/2024
SV-03477,C-1444,10,18/02/2024
SV-03476,C-1444,9,15/08/2024
SV-03278,C-1445,3,18/06/2024
SV-03277,C-1445,0,20/11/2024
SV-02401,C-1447,0,08/10/2024
SV-02402,C-1447,0,06/04/2024
SV-00020,C-1448,6,24/10/2024
SV-00021,C-1448,8,23/03/2024
SV-04279,C-1449,7,14/09/2024
SV-04280,C-1449,6,25/01/2024
SV-02830,C-1450,0,17/12/2024
SV-03496,C-1451,7,19/10/2024
SV-00126,C-1452,6,15/06/2024
SV-00125,C-1452,9,16/10/2024
SV-03665,C-1453,7,17/08/2024
SV-03666,C-1453,5,23/01/2024
SV-01261,C-1454,6,04/11/2024
SV-04184,C-1455,0,25/06/2024
SV-04183,C-1455,1,26/11/2024
SV-02425,C-1456,9,30/08/2024
SV-00928,C-1458,10,07/06/2024
SV-00927,C-1458,10,31/10/2024
SV-01440,C-1459,5,01/08/2024
SV-02489,C-1460,10,18/02/2024
SV-02488,C-1460,9,30/09/2024
SV-02190,C-1461,4,15/11/2024
SV-00754,C-1462,8,25/03/2024
SV-00753,C-1462,5,02/10/2024
SV-01490,C-1464,6,25/08/2024
SV-02314,C-1465,6,21/07/2024
SV-00449,C-1466,8,07/11/2024
SV-02369,C-1467,7,15/12/2024
SV-00642,C-1468,10,01/01/2024
SV-00641,C-1468,8,05/08/2024
SV-02030,C-1469,1,21/09/2024
SV-01385,C-1471,10,10/08/2024
SV-01386,C-1471,10,28/03/2024
SV-02245,C-1472,3,07/09/2024
SV-02679,C-1473,6,24/09/2024
SV-00872,C-1474,9,07/12/2024
SV-02783,C-1475,9,18/07/2024
SV-02438,C-1476,5,07/06/2024
SV-02437,C-1476,7,14/09/2024
SV-01706,C-1477,7,10/07/2024
SV-02160,C-1478,3,08/05/2024
SV-02159,C-1478,5,08/10/2024
SV-00986,C-1479,7,24/07/2024
SV-02244,C-1481,7,12/10/2024
SV-00183,C-1482,10,19/08/2024
SV-00184,C-1482,10,14/04/2024
SV-00680,C-1483,0,22/01/2024
SV-00679,C-1483,2,03/11/2024
SV-02180,C-1484,7,24/10/2024
SV-02181,C-1484,9,29/01/2024
SV-01288,C-1485,5,17/12/2024
SV-03065,C-1486,6,07/07/2024
SV-03066,C-1486,4,31/01/2024
SV-01855,C-1488,1,26/10/2024
SV-01856,C-1488,0,11/04/2024
SV-04071,C-1489,8,23/12/2024
SV-01763,C-1490,0,01/11/2024
SV-02775,C-1491,7,23/02/2024
SV-02774,C-1491,5,20/10/2024
SV-04315,C-1492,3,02/09/2024
SV-00335,C-1493,1,02/12/2024
SV-00571,C-1494,2,22/03/2024
SV-00570,C-1494,0,13/09/2024
SV-03315,C-1495,6,02/12/2024
SV-03316,C-1495,4,28/02/2024
SV-01121,C-1496,3,16/03/2024
SV-01120,C-1496,1,15/11/2024
SV-01164,C-1497,0,06/06/2024
SV-01163,C-1497,0,06/11/2024
SV-00766,C-1498,5,07/11/2024
SV-00609,C-1499,1,12/07/2024
SV-02252,C-1500,4,01/09/2024
SV-03891,C-1501,2,25/08/2024
SV-03892,C-1501,0,08/02/2024
SV-01008,C-1502,9,06/07/2024
SV-01009,C-1502,7,23/05/2024
SV-00065,C-1503,3,13/01/2024
SV-00064,C-1503,6,05/07/2024
SV-01047,C-1504,4,13/08/2024
SV-04056,C-1505,2,02/10/2024
SV-04057,C-1505,0,12/06/2024
SV-00721,C-1506,1,21/07/2024
SV-00722,C-1506,2,05/01/2024
SV-03909,C-1507,1,22/07/2024
SV-03910,C-1507,0,21/06/2024
SV-01156,C-1508,9,16/12/2024
SV-01157,C-1508,6,15/03/2024
SV-03147,C-1509,4,05/09/2024
SV-03148,C-1509,6,15/02/2024
SV-00105,C-1510,2,17/12/2024
SV-04328,C-1511,0,01/11/2024
SV-02845,C-1512,2,03/10/2024
SV-03081,C-1513,2,27/11/2024
SV-03780,C-1514,0,26/10/2024
SV-03781,C-1514,0,31/01/2024
SV-01762,C-1515,6,29/02/2024
SV-01761,C-1515,7,20/07/2024
SV-04272,C-1516,1,05/11/2024
SV-03104,C-1517,8,01/12/2024
SV-03105,C-1517,10,18/03/2024
SV-02216,C-1518,7,20/08/2024
SV-00026,C-1519,4,30/10/2024
SV-00027,C-1519,3,07/01/2024
SV-03935,C-1520,3,15/09/2024
SV-03936,C-1520,4,04/02/2024
SV-04357,C-1521,9,22/12/2024
SV-04358,C-1521,10,17/04/2024
SV-01032,C-1522,6,14/07/2024
SV-01033,C-1522,9,09/04/2024
SV-04099,C-1523,0,08/09/2024
SV-03927,C-1524,5,10/07/2024
SV-03928,C-1524,6,26/03/2024
SV-00983,C-1525,4,17/09/2024
SV-00984,C-1525,6,10/06/2024
SV-03835,C-1526,9,12/08/2024
SV-03836,C-1526,8,18/06/2024
SV-01653,C-1527,2,25/12/2024
SV-01654,C-1527,3,17/05/2024
SV-02187,C-1528,6,01/07/2024
SV-03955,C-1529,10,27/07/2024
SV-02929,C-1531,0,29/08/2024
SV-02930,C-1531,2,31/01/2024
SV-04009,C-1532,4,29/08/2024
SV-04010,C-1532,6,15/05/2024
SV-03993,C-1533,7,01/11/2024
SV-02294,C-1534,5,20/08/2024
SV-03438,C-1535,0,21/07/2024
SV-04374,C-1536,5,11/01/2024
SV-04373,C-1536,3,23/07/2024
SV-03600,C-1537,0,12/04/2024
SV-03599,C-1537,1,18/11/2024
SV-00098,C-1538,5,26/08/2024
SV-00099,C-1538,2,09/03/2024
SV-02684,C-1540,8,14/08/2024
SV-02685,C-1540,6,24/01/2024
SV-02463,C-1541,6,07/02/2024
SV-02462,C-1541,3,20/08/2024
SV-00634,C-1542,10,12/03/2024
SV-00633,C-1542,9,02/12/2024
SV-03861,C-1543,0,12/09/2024
SV-02981,C-1544,8,15/07/2024
SV-02062,C-1545,3,12/07/2024
SV-03901,C-1546,10,26/07/2024
SV-03491,C-1548,5,06/11/2024
SV-00999,C-1549,7,07/06/2024
SV-00998,C-1549,10,08/10/2024
SV-02577,C-1550,9,31/10/2024
SV-02578,C-1550,10,01/05/2024
SV-00374,C-1551,10,08/03/2024
SV-00373,C-1551,8,26/08/2024
SV-02212,C-1552,0,16/02/2024
SV-02211,C-1552,0,05/09/2024
SV-02867,C-1553,7,29/11/2024
SV-01086,C-1554,0,28/02/2024
SV-01085,C-1554,3,03/10/2024
SV-02750,C-1555,1,11/07/2024
SV-03462,C-1556,2,11/11/2024
SV-02994,C-1557,4,13/07/2024
SV-04257,C-1558,6,19/01/2024
SV-04256,C-1558,9,11/12/2024
SV-00323,C-1559,2,26/10/2024
SV-00324,C-1559,1,11/01/2024
SV-02891,C-1560,9,08/06/2024
SV-02890,C-1560,6,02/10/2024
SV-03051,C-1561,9,19/08/2024
SV-01793,C-1562,8,16/10/2024
SV-03980,C-1563,10,23/11/2024
SV-03981,C-1563,10,25/01/2024
SV-02313,C-1564,5,28/10/2024
SV-01308,C-1565,3,31/10/2024
SV-01309,C-1565,2,29/06/2024
SV-02154,C-1566,0,23/07/2024
SV-02155,C-1566,0,30/04/2024
SV-01766,C-1567,5,05/06/2024
SV-01765,C-1567,2,10/10/2024
SV-02271,C-1568,10,18/12/2024
SV-03203,C-1569,10,21/12/2024
SV-03204,C-1569,10,19/01/2024
SV-02434,C-1570,10,15/12/2024
SV-00245,C-1571,10,21/07/2024
SV-02424,C-1572,6,01/12/2024
SV-02291,C-1573,6,09/11/2024
SV-00643,C-1574,1,24/09/2024
SV-00644,C-1574,0,22/05/2024
SV-02020,C-1575,0,16/11/2024
SV-04230,C-1576,2,20/12/2024
SV-01354,C-1577,3,26/09/2024
SV-03309,C-1578,5,07/06/2024
SV-03308,C-1578,2,22/11/2024
SV-03131,C-1579,10,29/12/2024
SV-01379,C-1580,1,15/01/2024
SV-01378,C-1580,0,24/10/2024
SV-03919,C-1581,6,16/08/2024
SV-01398,C-1582,4,25/11/2024
SV-01399,C-1582,3,05/06/2024
SV-02770,C-1583,4,26/03/2024
SV-02769,C-1583,5,24/10/2024
SV-03890,C-1584,9,02/11/2024
SV-02421,C-1585,0,09/08/2024
SV-03307,C-1586,4,08/12/2024
SV-04109,C-1587,3,30/09/2024
SV-02448,C-1588,8,08/07/2024
SV-01137,C-1589,8,29/10/2024
SV-00756,C-1590,9,14/12/2024
SV-00405,C-1591,0,08/03/2024
SV-00404,C-1591,1,26/07/2024
SV-03960,C-1592,6,25/01/2024
SV-03959,C-1592,5,08/11/2024
SV-02990,C-1593,10,30/11/2024
SV-00035,C-1594,9,18/05/2024
SV-00034,C-1594,6,12/10/2024
SV-01605,C-1595,6,06/08/2024
SV-01606,C-1595,9,13/01/2024
SV-03643,C-1596,3,22/12/2024
SV-03644,C-1596,2,23/02/2024
SV-02661,C-1597,5,27/12/2024
SV-02662,C-1597,7,11/02/2024
SV-04309,C-1598,0,26/09/2024
SV-00424,C-1599,4,29/11/2024
SV-02456,C-1600,8,05/09/2024
SV-04197,C-1601,5,30/11/2024
SV-02863,C-1602,1,23/10/2024
SV-01637,C-1603,7,08/08/2024
SV-03695,C-1604,5,09/11/2024
SV-04242,C-1605,8,14/08/2024
SV-04243,C-1605,6,13/06/2024
SV-02234,C-1606,3,10/10/2024
SV-04108,C-1607,5,15/08/2024
SV-02132,C-1608,9,09/07/2024
SV-00804,C-1609,2,13/10/2024
SV-00805,C-1609,4,12/02/2024
SV-01265,C-1610,1,03/09/2024
SV-00897,C-1612,0,25/09/2024
SV-00898,C-1612,3,09/02/2024
SV-01364,C-1613,9,31/07/2024
SV-01365,C-1613,10,08/05/2024
SV-03868,C-1614,1,25/03/2024
SV-03867,C-1614,2,17/08/2024
SV-04300,C-1615,10,21/12/2024
SV-02378,C-1616,9,03/11/2024
SV-04102,C-1617,6,23/05/2024
SV-04101,C-1617,9,28/08/2024
SV-01731,C-1618,10,19/07/2024
SV-00654,C-1619,3,30/11/2024
SV-00988,C-1620,3,24/04/2024
SV-00987,C-1620,1,29/10/2024
SV-02625,C-1621,10,09/11/2024
SV-02626,C-1621,10,13/02/2024
SV-02398,C-1622,7,30/10/2024
SV-03815,C-1623,3,02/12/2024
SV-02895,C-1625,7,02/01/2024
SV-02894,C-1625,9,03/11/2024
SV-00682,C-1626,9,28/07/2024
SV-04163,C-1627,0,31/08/2024
SV-03413,C-1628,3,29/04/2024
SV-03412,C-1628,2,06/07/2024
SV-00256,C-1629,6,02/11/2024
SV-00835,C-1630,6,20/02/2024
SV-00834,C-1630,5,29/07/2024
SV-03265,C-1631,3,15/07/2024
SV-02385,C-1632,7,06/08/2024
SV-02872,C-1633,10,07/09/2024
SV-01426,C-1634,6,01/07/2024
SV-02621,C-1635,6,19/12/2024
SV-01069,C-1636,6,27/07/2024
SV-01070,C-1636,8,26/02/2024
SV-00387,C-1637,9,23/03/2024
SV-00386,C-1637,7,30/11/2024
SV-03889,C-1638,10,28/01/2024
SV-03888,C-1638,9,11/11/2024
SV-01114,C-1639,-1,20/04/2024
SV-01113,C-1639,4,30/07/2024
SV-01396,C-1640,10,13/05/2024
SV-01395,C-1640,9,29/07/2024
SV-03164,C-1641,6,26/09/2024
SV-03165,C-1641,3,18/01/2024
SV-03648,C-1642,9,01/12/2024
SV-01840,C-1643,7,24/08/2024
SV-02719,C-1644,4,14/06/2024
SV-02718,C-1644,1,14/09/2024
SV-01360,C-1645,7,23/10/2024
SV-00937,C-1646,7,14/09/2024
SV-00938,C-1646,6,22/03/2024
SV-02501,C-1647,2,28/12/2024
SV-03356,C-1648,4,11/04/2024
SV-03355,C-1648,5,04/12/2024
SV-01572,C-1649,3,11/12/2024
SV-02373,C-1650,9,10/07/2024
SV-03168,C-1651,2,26/09/2024
SV-02615,C-1653,8,10/09/2024
SV-03475,C-1654,5,14/07/2024
SV-03710,C-1655,7,22/07/2024
SV-01955,C-1656,7,28/12/2024
SV-01548,C-1657,4,15/12/2024
SV-01549,C-1657,3,27/03/2024
SV-03944,C-1658,7,03/06/2024
SV-03943,C-1658,5,12/12/2024
SV-02264,C-1659,0,04/09/2024
SV-02444,C-1660,7,16/09/2024
SV-02906,C-1661,3,22/06/2024
SV-02905,C-1661,2,11/07/2024
SV-01642,C-1662,3,09/12/2024
SV-03848,C-1663,0,27/08/2024
SV-03992,C-1664,6,06/12/2024
SV-02531,C-1665,6,30/07/2024
SV-03563,C-1666,6,21/08/2024
SV-03490,C-1667,4,08/09/2024
SV-01186,C-1668,6,30/07/2024
SV-01852,C-1669,10,12/02/2024
SV-01851,C-1669,9,19/12/2024
SV-02885,C-1670,0,25/04/2024
SV-02884,C-1670,2,01/11/2024
SV-04047,C-1671,9,15/09/2024
SV-04048,C-1671,10,16/03/2024
SV-02119,C-1672,9,31/07/2024
SV-02988,C-1673,5,31/08/2024
SV-04004,C-1674,10,22/06/2024
SV-04003,C-1674,10,12/07/2024
SV-04261,C-1675,0,14/10/2024
SV-01152,C-1676,10,05/12/2024
SV-01153,C-1676,10,11/06/2024
SV-02049,C-1677,5,11/05/2024
SV-02048,C-1677,4,10/10/2024
SV-02970,C-1678,0,09/11/2024
SV-02971,C-1678,3,12/06/2024
SV-03607,C-1679,8,02/04/2024
SV-03606,C-1679,10,11/08/2024
SV-01528,C-1680,0,06/08/2024
SV-02142,C-1681,0,09/11/2024
SV-02213,C-1682,3,06/11/2024
SV-00818,C-1683,0,07/04/2024
SV-00817,C-1683,3,12/10/2024
SV-04090,C-1684,3,12/06/2024
SV-04089,C-1684,1,16/12/2024
SV-01626,C-1685,3,03/01/2024
SV-01625,C-1685,6,29/09/2024
SV-04343,C-1686,7,09/06/2024
SV-04342,C-1686,8,24/12/2024
SV-03341,C-1687,4,26/06/2024
SV-03340,C-1687,5,08/10/2024
SV-00025,C-1688,0,13/02/2024
SV-00024,C-1688,0,21/10/2024
SV-00048,C-1689,4,20/03/2024
SV-00047,C-1689,2,10/11/2024
SV-01754,C-1690,8,03/11/2024
SV-04038,C-1691,3,14/08/2024
SV-04039,C-1691,4,30/05/2024
SV-01314,C-1692,7,01/07/2024
SV-01315,C-1692,10,22/06/2024
SV-00661,C-1693,7,05/10/2024
SV-03237,C-1694,5,14/12/2024
SV-02967,C-1695,4,04/10/2024
SV-00708,C-1696,8,30/01/2024
SV-00707,C-1696,5,01/10/2024
SV-03583,C-1698,10,25/03/2024
SV-03582,C-1698,10,16/11/2024
SV-02466,C-1700,5,02/10/2024
SV-03352,C-1701,5,01/07/2024
SV-03353,C-1701,8,08/03/2024
SV-04259,C-1702,0,18/03/2024
SV-04258,C-1702,2,05/09/2024
SV-02673,C-1703,-1,06/07/2024
SV-02674,C-1703,7,29/06/2024
SV-03730,C-1704,0,09/08/2024
SV-03731,C-1704,0,30/03/2024
SV-02114,C-1705,9,05/12/2024
SV-02115,C-1705,8,16/01/2024
SV-03923,C-1706,7,07/12/2024
SV-03924,C-1706,9,17/01/2024
SV-02382,C-1707,5,30/03/2024
SV-02381,C-1707,3,17/07/2024
SV-03917,C-1708,4,20/02/2024
SV-03916,C-1708,5,22/12/2024
SV-00169,C-1709,3,09/07/2024
SV-01372,C-1710,5,10/12/2024
SV-01373,C-1710,4,07/05/2024
SV-01381,C-1711,5,01/07/2024
SV-00600,C-1712,2,27/08/2024
SV-00601,C-1712,3,13/04/2024
SV-04335,C-1713,7,21/02/2024
SV-04334,C-1713,9,24/12/2024
SV-02230,C-1714,0,28/08/2024
SV-02231,C-1714,0,01/04/2024
SV-00243,C-1715,7,07/11/2024
SV-00244,C-1715,5,29/03/2024
SV-00932,C-1716,9,04/10/2024
SV-00933,C-1716,6,24/06/2024
SV-02128,C-1717,3,10/09/2024
SV-00061,C-1718,8,09/07/2024
SV-03330,C-1719,2,23/12/2024
SV-02360,C-1720,0,25/09/2024
SV-02361,C-1720,1,10/05/2024
SV-03637,C-1721,5,20/10/2024
SV-03638,C-1721,7,19/04/2024
SV-01143,C-1722,10,19/03/2024
SV-01142,C-1722,7,08/08/2024
SV-00241,C-1723,2,04/11/2024
SV-02110,C-1724,4,21/10/2024
SV-02111,C-1724,6,23/01/2024
SV-00631,C-1725,3,03/12/2024
SV-00632,C-1725,5,30/04/2024
SV-03110,C-1726,3,22/10/2024
SV-02005,C-1727,0,03/01/2024
SV-02004,C-1727,0,01/09/2024
SV-00231,C-1728,10,22/04/2024
SV-00230,C-1728,10,02/09/2024
SV-03698,C-1729,5,29/04/2024
SV-03697,C-1729,2,10/09/2024
SV-03751,C-1730,2,13/05/2024
SV-03750,C-1730,1,04/08/2024
SV-03345,C-1731,7,23/09/2024
SV-03346,C-1731,4,13/06/2024
SV-04094,C-1732,7,25/05/2024
SV-04093,C-1732,6,13/08/2024
SV-04000,C-1733,9,21/03/2024
SV-03999,C-1733,-1,14/12/2024
SV-01371,C-1734,5,22/12/2024
SV-00193,C-1735,5,13/10/2024
SV-00194,C-1735,3,04/03/2024
SV-04252,C-1736,8,02/11/2024
SV-04253,C-1736,10,07/02/2024
SV-00715,C-1737,2,21/12/2024
SV-02739,C-1738,10,08/09/2024
SV-02740,C-1738,10,06/04/2024
SV-02852,C-1739,8,04/10/2024
SV-03126,C-1740,3,19/04/2024
SV-03125,C-1740,6,20/12/2024
SV-02938,C-1741,1,09/10/2024
SV-02829,C-1742,1,23/03/2024
SV-02828,C-1742,0,18/10/2024
SV-02641,C-1743,2,26/07/2024
SV-00992,C-1744,8,16/01/2024
SV-00991,C-1744,7,31/10/2024
SV-03025,C-1745,3,28/08/2024
SV-03026,C-1745,5,30/01/2024
SV-02755,C-1746,0,11/12/2024
SV-01255,C-1747,6,01/11/2024
SV-01256,C-1747,5,26/03/2024
SV-01242,C-1748,2,18/11/2024
SV-01429,C-1749,1,24/09/2024
SV-03593,C-1750,1,25/04/2024
SV-03592,C-1750,3,18/08/2024
SV-00051,C-1751,1,15/10/2024
SV-00714,C-1752,2,16/05/2024
SV-00713,C-1752,5,26/10/2024
SV-00975,C-1753,3,03/05/2024
SV-00974,C-1753,4,08/09/2024
SV-01771,C-1754,9,20/09/2024
SV-01772,C-1754,10,29/03/2024
SV-03070,C-1755,7,02/11/2024
SV-03071,C-1755,5,01/03/2024
SV-01954,C-1756,7,13/11/2024
SV-02440,C-1757,10,03/05/2024
SV-02439,C-1757,8,08/09/2024
SV-03097,C-1758,9,12/03/2024
SV-03096,C-1758,6,28/11/2024
SV-00296,C-1759,1,06/11/2024
SV-04030,C-1760,4,02/08/2024
SV-03831,C-1762,1,24/10/2024
SV-01103,C-1763,9,31/10/2024
SV-01104,C-1763,6,27/02/2024
SV-00057,C-1764,7,12/06/2024
SV-00056,C-1764,5,19/07/2024
SV-02072,C-1765,9,29/01/2024
SV-02071,C-1765,7,22/09/2024
SV-02238,C-1766,2,24/12/2024
SV-02773,C-1767,5,21/01/2024
SV-02772,C-1767,4,26/11/2024
SV-02954,C-1768,2,11/12/2024
SV-02955,C-1768,3,03/03/2024
SV-00450,C-1769,5,29/10/2024
SV-03311,C-1770,3,24/10/2024
SV-00528,C-1771,10,03/12/2024
SV-00891,C-1772,10,28/12/2024
SV-00892,C-1772,10,06/06/2024
SV-03717,C-1773,0,01/12/2024
SV-01217,C-1774,8,02/05/2024
SV-01216,C-1774,6,13/11/2024
SV-01963,C-1775,5,09/10/2024
SV-01964,C-1775,3,16/03/2024
SV-02859,C-1776,10,11/12/2024
SV-03198,C-1777,5,12/10/2024
SV-03199,C-1777,6,26/04/2024
SV-01246,C-1778,9,10/07/2024
SV-01780,C-1779,0,16/06/2024
SV-01779,C-1779,1,15/08/2024
SV-04044,C-1780,6,16/04/2024
SV-04043,C-1780,7,26/12/2024
SV-02355,C-1781,10,31/10/2024
SV-02799,C-1782,8,14/06/2024
SV-02798,C-1782,7,06/10/2024
SV-01543,C-1783,10,02/10/2024
SV-02587,C-1784,2,24/11/2024
SV-02588,C-1784,1,06/02/2024
SV-04014,C-1785,0,21/12/2024
SV-01411,C-1786,8,04/07/2024
SV-01707,C-1787,10,28/08/2024
SV-01708,C-1787,8,02/04/2024
SV-02036,C-1788,6,08/01/2024
SV-02035,C-1788,4,05/12/2024
SV-00446,C-1789,0,18/12/2024
SV-01981,C-1791,4,27/09/2024
SV-01455,C-1792,2,09/12/2024
SV-01456,C-1792,1,07/04/2024
SV-04042,C-1793,8,14/07/2024
SV-03426,C-1794,6,23/11/2024
SV-01412,C-1795,2,23/11/2024
SV-02374,C-1796,1,16/07/2024
SV-02293,C-1797,4,11/04/2024
SV-02292,C-1797,6,16/10/2024
SV-01356,C-1798,8,31/08/2024
SV-03361,C-1799,5,25/09/2024
SV-02561,C-1800,5,07/11/2024
SV-01048,C-1801,5,15/08/2024
SV-02344,C-1802,2,06/08/2024
SV-00271,C-1803,4,05/09/2024
SV-00272,C-1803,5,28/01/2024
SV-00949,C-1804,1,15/12/2024
SV-00950,C-1804,2,04/06/2024
SV-03324,C-1805,2,08/10/2024
SV-03325,C-1805,0,18/05/2024
SV-01727,C-1806,3,23/08/2024
SV-01728,C-1806,4,01/02/2024
SV-01030,C-1807,4,12/09/2024
SV-01031,C-1807,2,16/01/2024
SV-04019,C-1808,7,07/11/2024
SV-03951,C-1809,2,05/11/2024
SV-01014,C-1810,6,28/12/2024
SV-01015,C-1810,9,25/02/2024
SV-01258,C-1811,0,27/12/2024
SV-02947,C-1812,5,19/08/2024
SV-02948,C-1812,6,24/04/2024
SV-01526,C-1813,0,01/11/2024
SV-00965,C-1814,0,07/08/2024
SV-00966,C-1814,0,28/04/2024
SV-00864,C-1815,6,11/03/2024
SV-00863,C-1815,5,09/07/2024
SV-00603,C-1816,4,24/08/2024
SV-00604,C-1816,1,02/04/2024
SV-00630,C-1817,5,19/01/2024
SV-00629,C-1817,4,02/12/2024
SV-00587,C-1818,1,14/05/2024
SV-00586,C-1818,3,07/09/2024
SV-04139,C-1819,5,29/12/2024
SV-04140,C-1819,4,11/02/2024
SV-03334,C-1820,2,26/11/2024
SV-01098,C-1821,10,14/09/2024
SV-02642,C-1822,4,30/09/2024
SV-02643,C-1822,1,09/04/2024
SV-02497,C-1823,10,22/08/2024
SV-02571,C-1824,2,04/11/2024
SV-02655,C-1825,1,26/11/2024
SV-01268,C-1827,7,23/10/2024
SV-03746,C-1828,2,30/09/2024
SV-03747,C-1828,0,31/03/2024
SV-03639,C-1829,9,24/07/2024
SV-03128,C-1830,8,26/02/2024
SV-03127,C-1830,-1,14/09/2024
SV-02140,C-1831,2,25/11/2024
SV-02141,C-1831,4,30/01/2024
SV-00393,C-1832,8,26/12/2024
SV-00394,C-1832,10,15/06/2024
SV-03768,C-1833,2,23/08/2024
SV-01834,C-1834,0,04/10/2024
SV-02813,C-1835,3,08/07/2024
SV-02707,C-1836,0,23/02/2024
SV-02706,C-1836,1,22/12/2024
SV-02428,C-1837,10,18/08/2024
SV-00044,C-1838,3,19/12/2024
SV-01101,C-1839,10,06/12/2024
SV-01102,C-1839,7,01/04/2024
SV-00740,C-1840,8,03/08/2024
SV-00826,C-1841,1,19/10/2024
SV-00827,C-1841,0,17/02/2024
SV-00564,C-1842,6,25/07/2024
SV-01628,C-1843,5,11/12/2024
SV-01629,C-1843,8,18/02/2024
SV-03611,C-1844,6,04/09/2024
SV-03612,C-1844,3,13/02/2024
SV-01865,C-1845,8,29/05/2024
SV-01864,C-1845,5,01/10/2024
SV-00067,C-1846,1,01/04/2024
SV-00066,C-1846,4,12/08/2024
SV-03151,C-1847,2,28/07/2024
SV-04111,C-1848,10,27/07/2024
SV-04112,C-1848,10,07/04/2024
SV-02924,C-1849,5,15/04/2024
SV-02923,C-1849,-1,16/10/2024
SV-02179,C-1850,10,22/05/2024
SV-02178,C-1850,9,05/08/2024
SV-03107,C-1851,5,12/10/2024
SV-04382,C-1852,6,01/08/2024
SV-04053,C-1853,6,15/12/2024
SV-00199,C-1854,8,04/10/2024
SV-00200,C-1854,7,30/04/2024
SV-03295,C-1855,6,24/07/2024
SV-01390,C-1856,0,03/06/2024
SV-01389,C-1856,0,03/07/2024
SV-04182,C-1857,7,16/02/2024
SV-04181,C-1857,4,22/12/2024
SV-02647,C-1859,8,01/10/2024
SV-03281,C-1860,9,13/07/2024
SV-00719,C-1861,10,23/11/2024
SV-00720,C-1861,10,02/05/2024
SV-02876,C-1862,4,25/12/2024
SV-02877,C-1862,2,28/04/2024
SV-03691,C-1864,0,08/08/2024
SV-03692,C-1864,0,30/01/2024
SV-01111,C-1865,9,14/07/2024
SV-01112,C-1865,10,23/04/2024
SV-03562,C-1866,10,11/01/2024
SV-03561,C-1866,7,17/08/2024
SV-01912,C-1867,10,19/03/2024
SV-01911,C-1867,10,10/12/2024
SV-00780,C-1868,3,29/12/2024
SV-00592,C-1869,6,22/07/2024
SV-00593,C-1869,4,22/04/2024
SV-01170,C-1870,7,15/03/2024
SV-01169,C-1870,6,21/09/2024
SV-04160,C-1871,3,02/05/2024
SV-04159,C-1871,5,12/12/2024
SV-02201,C-1872,5,27/09/2024
SV-02959,C-1873,8,04/10/2024
SV-02960,C-1873,9,03/03/2024
SV-03649,C-1874,0,01/11/2024
SV-02827,C-1875,8,18/11/2024
SV-01885,C-1876,6,16/03/2024
SV-01884,C-1876,8,02/11/2024
SV-01011,C-1877,1,09/02/2024
SV-01010,C-1877,3,01/10/2024
SV-04072,C-1878,7,31/07/2024
SV-04073,C-1878,5,28/05/2024
SV-00813,C-1879,10,19/08/2024
SV-03619,C-1880,10,02/08/2024
SV-02527,C-1881,8,02/09/2024
SV-03395,C-1882,3,13/06/2024
SV-03394,C-1882,1,14/09/2024
SV-03094,C-1883,6,29/08/2024
SV-03095,C-1883,7,06/01/2024
SV-03273,C-1884,4,01/12/2024
SV-03468,C-1885,3,19/08/2024
SV-03469,C-1885,6,11/02/2024
SV-02645,C-1886,10,21/05/2024
SV-02644,C-1886,10,06/11/2024
SV-00352,C-1887,3,29/04/2024
SV-00351,C-1887,1,06/08/2024
SV-02999,C-1888,4,09/09/2024
SV-02806,C-1889,3,05/05/2024
SV-02805,C-1889,6,16/10/2024
SV-02478,C-1890,3,15/08/2024
SV-00122,C-1891,4,13/09/2024
SV-00123,C-1891,6,02/01/2024
SV-01881,C-1892,1,20/07/2024
SV-02246,C-1893,3,04/08/2024
SV-02247,C-1893,0,08/04/2024
SV-03760,C-1894,10,29/12/2024
SV-00002,C-1895,2,01/09/2024
SV-00003,C-1895,5,06/04/2024
SV-04005,C-1896,9,20/10/2024
SV-04006,C-1896,7,26/02/2024
SV-00930,C-1897,4,06/09/2024
SV-00931,C-1897,5,31/05/2024
SV-02542,C-1898,3,28/12/2024
SV-02543,C-1898,5,28/03/2024
SV-00090,C-1899,4,23/07/2024
SV-03794,C-1900,10,18/10/2024
SV-00019,C-1901,2,08/08/2024
SV-03679,C-1902,7,23/07/2024
SV-01732,C-1903,8,29/08/2024
SV-01733,C-1903,9,09/03/2024
